TOTAL_REGISTOS,ESCOLA,INEP,ANO,VALOR_DESTINADO
1,EE CRUZEIRO DO SUL,33089370,2019,"R$    12.000,00"
1,EE PROFESSORA MARIA ANTONIETA ROMANO SALGADO,31173487,2019,"R$     9.960,00"
1,ARISTON DE OLIVEIRA PROFESSOR TENENTE,35048720,2019,"R$    18.000,00"
1,YERVANT KISSAJIKIAN,35906207,2019,"R$     9.960,00"
1,CENTRO INTEGRAL DE EDUCACAO PUBLICA CHARLES KEESE DODSON,35004283,2019,"R$     9.960,00"
1,CANDIDO JOSE RABELO EEB,23129808,2018,"R$     9.960,00"
1,ESC EST ENS MED PEDRO ALBINO MULLER,43083404,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL PROFESSORA MARGAREZ MARIA SANTOS LACET,27037053,2018,"R$    18.000,00"
1,DAVINA AGUIAR DIAS PROFESSORA,35004996,2019,"R$    15.000,00"
1,EE DE SAO VITOR,31043559,2019,"R$    12.000,00"
1,EE JOAQUIM DE PAULA FERREIRA,31082937,2019,"R$    15.000,00"
1,EE MARIANO AZEVEDO ENS 1 GRAU,24000663,2019,"R$     9.960,00"
1,EE MAJOR LERMINO PIMENTA,31045331,2019,"R$    12.000,00"
1,EE PROFESSORA CRISTINA GUIMARAES,31081256,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL WALTON RODRIGUES BIZANTINO,13040910,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL ROMEU DE AVELAR,27037088,2019,"R$    15.000,00"
1,ESCOLA ANA MARIA DUARTE LONA,29314011,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL PROFESSOR JOSE PEREIRA LINS,50032860,2019,"R$    15.000,00"
1,OPHELIA REALE MONTANHESI PROFA EM,35272991,2018,"R$    12.000,00"
1,ZELIA DE MATOS BRITO EEM,23054530,2019,"R$    12.000,00"
1,ESC EST ENS FUN FLORES DA CUNHA,43162673,2019,"R$    12.000,00"
1,EE MAL EURICO GASPAR DUTRA,51024675,2019,"R$    15.000,00"
1,EEFM TELINA MATOS PIRES,23061545,2019,"R$    15.000,00"
1,EE PROFESSORA ELZA CARDOSO RANGEL,31231673,2019,"R$    12.000,00"
1,E M E I F DE GUAJARA DE CARAPAJO,15070816,2018,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL KLEBER PACHECO DE OLIVEIRA,29178550,2019,"R$    18.000,00"
1,CE BRIGADEIRO SCHORCHT,33077100,2019,"R$    18.000,00"
1,UNIDADE ESCOLAR FONTES IBIAPINA,22143440,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL CORONEL MIGUEL TEIXEIRA,24027057,2019,"R$     9.960,00"
1,UE MUL FILOMENA CATHARINA MOREIRA,21146489,2019,"R$     9.960,00"
1,E M ARGEMIRO FERREIRA MESTRE CALOMBO,33053022,2018,"R$    12.000,00"
1,EE MARIA CONSTANCA BARROS MACHADO,50006444,2019,"R$    12.000,00"
1,EM IGNACIO CORREA DOS SANTOS,33011958,2019,"R$    12.000,00"
1,ESC EST ENS MED NOVA BRESCIA,43090923,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL OLGA FALCONE,13030710,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL MANOEL DE JESUS,29404460,2019,"R$    15.000,00"
1,EE CARDEAL MOTA,31141305,2019,"R$     9.960,00"
1,CESEC DE SANTA MARIA DE SUACUI,31045144,2019,"R$    12.000,00"
1,NOEMIA KUESTER PISANI GERULIS PROFESSORA,35900230,2018,"R$     9.960,00"
1,MARIA APPARECIDA BALTHAZAR POCO PROFA,35030053,2019,"R$    15.000,00"
1,CE PROFESSOR NEY CIDADE PALMEIRO,33044953,2019,"R$    12.000,00"
1,ANTONIO DAUN,35033467,2019,"R$     9.960,00"
1,EM BENJAMIM MATIAS FERNANDES,13101684,2018,"R$    15.000,00"
1,UNIDADE ESC PROFESSOR ABELARDO PEREIRA,22135685,2019,"R$    12.000,00"
1,CMEI ERICA PATRICIA,26132124,2019,"R$     9.960,00"
1,JOSE BONIFACIO ANDRADA E SILVA JARDIM PROF,35002963,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL FANNY MACEDO PEREIRA,17047609,2018,"R$    12.000,00"
1,COLEGIO NEMESIO NEVES,21034400,2019,"R$    12.000,00"
1,DANDOLO FREDIANI PROFESSOR,35004558,2019,"R$    15.000,00"
1,CEI 01 DE SOBRADINHO,53005929,2018,"R$    12.000,00"
1,ESCOLA MUNICIPAL HABITACIONAL NUCLEO I,29344948,2019,"R$     9.960,00"
1,EM MARIA EUGENIA NAVES,31253952,2018,"R$    12.000,00"
1,EE DEP NORBERTO SCHWANTES,51024403,2018,"R$    12.000,00"
1,CEI DOMINGOS OLIMPIO,23252243,2019,"R$    12.000,00"
1,MANOEL DIAS DE ALMEIDA PROFESSOR,35021039,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL NARCISA BORGES,23075058,2018,"R$    12.000,00"
1,UNIDADE INTEGRADA DE EDUCACAO ESCOLAR INDIGENA IRIS GUAJAJARA,21279136,2019,"R$     9.960,00"
1,EE CORONEL VIRGILIO ROSA,31200581,2019,"R$    12.000,00"
1,ESC EST ENS FUN PE ALFREDO ANTONELLI,43014542,2019,"R$     9.960,00"
1,EMEF GURIRI,32018711,2019,"R$    15.000,00"
1,ESCOLA PRESIDENTE ARTHUR DA COSTA E SILVA,26122880,2019,"R$    15.000,00"
1,EE CORONEL CELSO RESENDE,31015415,2019,"R$    12.000,00"
1,COLEGIO DA POLICIA MILITAR DE GOIAS DE APARECIDA DE GOIANIA MANSOES PARAISO,52031357,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL LUIZ NAVARRO DE BRITO,29157722,2019,"R$    15.000,00"
1,ESC JOAO RICARDO DE FREITAS,12023779,2019,"R$    12.000,00"
1,EE PROFESSORA ISABEL MOTTA,31023825,2019,"R$    15.000,00"
1,CE MARIA ZULMIRA TORRES,33018820,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL DR JOSE FREIRE DA COSTA PINTO,28020871,2019,"R$     9.960,00"
1,SAO JOSE E M EI EF,41017994,2019,"R$    12.000,00"
1,EMEF BARAO DO RIO BRANCO,43117686,2019,"R$    12.000,00"
1,ESC EST ENS FUN IRIS VALLS,43162592,2019,"R$     9.960,00"
1,JOAO PEREZ SANTOS,35032438,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL JAEL DA SILVA BARRADAS,14322501,2018,"R$     9.960,00"
1,EE DEPUTADO SIMAO DA CUNHA,31008508,2018,"R$    18.000,00"
1,E M JOAO AUGUSTO DE ANDRADE,33052131,2019,"R$     9.960,00"
1,ANA NORONHA EEM,23235705,2018,"R$    15.000,00"
1,EEEP MARIA DOLORES ALCANTARA E SILVA,23264071,2019,"R$    15.000,00"
1,EM PROFESSOR JURANDIR AUGUSTO DE SANTANA,31358339,2018,"R$     9.960,00"
1,ESC EST ENS MED NOSSA SENHORA DA PURIFICACAO,43023800,2019,"R$    12.000,00"
1,ISAIAS CANDIDO RODRIGUES EEF,23144360,2019,"R$    12.000,00"
1,EEM MONSENHOR ANTONINO,23009578,2019,"R$    15.000,00"
1,COL ESTADUAL PARANA,43106943,2018,"R$    15.000,00"
1,EE PREFEITO RUY BOUCHARDET,31182338,2019,"R$     9.960,00"
1,ESC NOVA VIDA,12020680,2019,"R$    12.000,00"
1,CEI 01 DE CEILANDIA,53016416,2019,"R$    12.000,00"
1,BENEDITO ESTEVAM DOS SANTOS DOUTOR,35002070,2019,"R$    12.000,00"
1,EE DONA BERENICE DE MAGALHAES PINTO,31032051,2018,"R$    18.000,00"
1,GRUPO ESCOLAR ARLINDO CAVALCANTI,26083361,2018,"R$     9.960,00"
1,IEMA - INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - UNIDADE VOCACIONAL PEDREIRAS,21281106,2019,"R$     9.960,00"
1,CE FRANCISCO CALDEIRA DE ALVARENGA,33082022,2019,"R$    15.000,00"
1,ESC NOVA ESPERANCA I,12013170,2019,"R$     9.960,00"
1,JOSE BALTAZAR DE SOUZA,35905288,2019,"R$    12.000,00"
1,CE COMENDADOR PEREIRA IGNACIO,33029385,2019,"R$     9.960,00"
1,COLEGIO MUNICIPAL ADEVAN VERCOSA E SILVA,27031691,2019,"R$    15.000,00"
1,EE CORONEL AMANTINO MACIEL,31194191,2019,"R$    12.000,00"
1,GABRIELA MISTRAL C E EF M,41129512,2019,"R$    12.000,00"
1,MARCOS ANTONIO COSTA PROFESSOR,35923916,2018,"R$    18.000,00"
1,JOSE IGNACIO AZEVEDO FILHO ETEC,35440985,2019,"R$    15.000,00"
1,CE DUQUE DE CAXIAS,33056404,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL CARVALHO LEAL,13030256,2018,"R$    15.000,00"
1,OSVALDO MARTINS,35031616,2019,"R$    12.000,00"
1,CIEP 137 CECILIA MEIRELES,33041210,2019,"R$    15.000,00"
1,DULCE DE S CARVALHO C E EF M,41044169,2019,"R$     9.960,00"
1,JOAO PEDRO CARDOSO DR,35013183,2019,"R$    12.000,00"
1,ESC COLEGIO MILITAR TIRADENTES,12033359,2019,"R$    15.000,00"
1,DOUTOR BRUNILO JACO EEM,23056606,2019,"R$    15.000,00"
1,BARAO DE FRANCA,35023115,2019,"R$    15.000,00"
1,U E MARIA DE CARVALHO,22086951,2018,"R$    12.000,00"
1,EE - COMPLEXO INTEGRADO DE EDUCACAO DE ITABUNA - CIE ITABUNA ANTIGO DONA AMELIA AMADO,29305390,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL PROFESSOR ANTIDIO VIEIRA,27036405,2018,"R$    12.000,00"
1,EE JOSEFA MARGARIDA TRINDADE,31159352,2019,"R$    12.000,00"
1,WALLACE T DE MELLO E SILVA E M EF,41381785,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL DA QUADRA 26 MONTEIRO LOBATO,52047830,2019,"R$    15.000,00"
1,EEIEF M CACIQUE INIGUACU,25120760,2019,"R$    12.000,00"
1,EMEB PROFª MARILCE BENEDITA DE ARRUDA,51042770,2019,"R$    15.000,00"
1,JOSE ALVES MARTINS PROFESSOR EMEF,35560285,2018,"R$    15.000,00"
1,EE OLIMPIA TEIXEIRA,24072184,2019,"R$    15.000,00"
1,JOSE LEME LOPES DOUTOR,35912487,2019,"R$    12.000,00"
1,CEI VIDA E MOVIMENTO,42110904,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL ALCYJARA DE QUEIROZ,13013734,2018,"R$    12.000,00"
1,CE HILARIO RIBEIRO,33055700,2019,"R$    15.000,00"
1,IVONE DOS ANJOS DA SILVA CAMPOS PROFA,35269396,2019,"R$    15.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO CABO DE SANTO AGOSTINHO,26178087,2019,"R$    12.000,00"
1,ESC NOSSA SENHORA AUXILIADORA,12015466,2019,"R$     9.960,00"
1,EE HONESTALDA DE MORAES MARTINS,33025010,2019,"R$     9.960,00"
1,CEF 14 DE CEILANDIA,53007352,2019,"R$    15.000,00"
1,ESC TECNICA EST PROFESSORA SYLVIA MELLO,43101917,2019,"R$    15.000,00"
2,ESC EST ENS MED CORONEL PEDRO OSORIO,43101348,2019,"R$    15.000,00"
1,EE DOM DELFIM,31134121,2019,"R$    12.000,00"
1,NOSSA SENHORA DAS GRACAS EEIF,23138530,2018,"R$     9.960,00"
1,EE PROF LADISLAU DEAK FILHO,50013149,2019,"R$    12.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO QUITERIA WANDERLEY SIMOES,26049406,2019,"R$    15.000,00"
1,EE SELIM JOSE DE SALLES,31191256,2019,"R$    18.000,00"
1,ESCOLA ESTADUAL CLAUDIO RODRIGUES GALINDO,26187566,2019,"R$     9.960,00"
1,CAMILO FAUSTINO DE MELLO PROFESSOR,35006919,2018,"R$    15.000,00"
1,EMEB MARIA DE LOURDES CARDOSO MALLMANN,42148278,2019,"R$    15.000,00"
1,EE MIRANDA MANSO,31099376,2019,"R$    12.000,00"
1,EE DOUTOR EMILIO SILVEIRA,31170798,2019,"R$    15.000,00"
1,ANTONIO ALVES BERNARDINO,35045147,2019,"R$    12.000,00"
1,CEJA PROF CREUZA BEZERRA,24035432,2019,"R$    15.000,00"
1,CEJA TERESA ROSADO SIMOES,22108378,2019,"R$    12.000,00"
1,COLEGIO ESTADUAL ADJULIO BALTHAZAR,17020581,2019,"R$    12.000,00"
2,EEEF ANTONIO PESSOA,25094351,2019,"R$    12.000,00"
1,CIA DE ITAPERUNA,33001278,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL CELSO MENDES DE LIMA - TEMPO INTEGRAL,29155894,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL RAIO DE SOL,13241281,2019,"R$    15.000,00"
1,JOAO BELARMINO ETEC,35017589,2019,"R$    18.000,00"
1,ESCOLA ESTADUAL INDIGENA DAKMA-AISRE,17050316,2019,"R$     9.960,00"
1,ANESIA SINCORA PROFESSORA,35000784,2019,"R$    15.000,00"
1,CE SANTO ANTONIO,33050848,2019,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL GOVERNADOR LUIZ VIANA FILHO,29009650,2019,"R$    12.000,00"
1,EM RAIMUNDO GOMES DA COSTA,21051313,2019,"R$    12.000,00"
1,CENTRO DE ENSINO MEDIO BENJAMIM JOSE DE ALMEIDA,17004985,2019,"R$    12.000,00"
1,E M E F SAO FERNANDO,15549437,2018,"R$     9.960,00"
1,ESCOLA ESTADUAL OLIMPIO ALVES,52030997,2019,"R$    15.000,00"
1,CEM EIT,53003691,2019,"R$    18.000,00"
1,EE PROFESSOR JOAO FLORENTINO SILVA NETO,51091747,2019,"R$    12.000,00"
1,CRECHE MUNICIPAL AMOR E ESPERANCA,33093920,2019,"R$     9.960,00"
1,EE DOM SILVERIO,31008915,2019,"R$    15.000,00"
1,JOAO GOMIERI SOBRINHO,35026724,2019,"R$    15.000,00"
1,CENTRO DE ENSINO GOVERNADOR JACKSON LAGO,21243000,2019,"R$     9.960,00"
1,CRECHE E PRE ESCOLA PRIMEIRO PASSO SAO MARCOS,29469465,2019,"R$    12.000,00"
1,E M JORGE DE FREITAS TINOCO,33167419,2018,"R$    12.000,00"
1,CE NILO FERNANDES PEREIRA,33010170,2019,"R$    12.000,00"
1,FRANCISCO ANTUNES FILHO,35006166,2019,"R$    15.000,00"
1,EE MONSENHOR HORTA,31193666,2019,"R$    18.000,00"
1,EE 7 DE SETEMBRO,51026775,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL SAGRADA FAMILIA,13096672,2019,"R$    15.000,00"
1,EE RIBEIRO PENA,31035271,2019,"R$     9.960,00"
1,JOAO DE OLIVEIRA FRANCO C E EF M,41130138,2019,"R$    12.000,00"
1,CE GUILHERMINA GUINLE,33175314,2019,"R$     9.960,00"
1,EE IDALINA ADELAIDE DOS SANTOS,31091243,2019,"R$     9.960,00"
1,EE DOUTOR ADALMARIO JOSE DOS SANTOS,31075051,2019,"R$    15.000,00"
1,ESC EST ENS MED PROFESSORA MARIA SIRLEY VARGAS FERRAZ,43174566,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL LUCINA MARIA JARDIM,21228523,2018,"R$     9.960,00"
1,ESCOLA MUNICIPAL EDIVALDO FLORES,29284562,2018,"R$    12.000,00"
1,EE ANTONIO CARLOS DE CARVALHO,31133728,2018,"R$    15.000,00"
1,EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS,25018272,2019,"R$    12.000,00"
1,EEEM PROFA MARIA ELIZETE FONA NUNES,15024792,2019,"R$    15.000,00"
1,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO FUNDAMENTAL JOAO URSULO,25100696,2019,"R$    12.000,00"
1,EE DURVAL CANDIDO CRUZ,31023931,2019,"R$     9.960,00"
1,EE ZEFERINO JOSE DE MATTOS,51031604,2019,"R$     9.960,00"
1,ANTONIA EUGENIA MARTINS PROFA,35021885,2019,"R$    12.000,00"
1,EE SAO BENEDITO,31160156,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL PADRE TEOFANES AUGUSTO DE ARAUJO BARROS,27226468,2019,"R$    12.000,00"
1,EE MACHADO DE ASSIS,31041793,2019,"R$    12.000,00"
1,ANTONIO VIEIRA PADRE,35000929,2019,"R$    15.000,00"
1,E M VEVEY LA JOLIE,33022739,2018,"R$     9.960,00"
1,UMEF ANTONIO PINTO RODRIGUES,32039190,2018,"R$    12.000,00"
1,EE CORONEL ELPIDIO ALVES FERREIRA,31185400,2019,"R$    15.000,00"
1,ESC EST ED BAS ABRAMO PEZZI,43043712,2019,"R$    12.000,00"
1,EE PROFESSOR ARLINDO PEREIRA CENTRO DE EDUCACAO POLITECNICA,31124818,2019,"R$    15.000,00"
1,EEMTI DEPUTADO IRAPUAN CAVALCANTE PINHEIRO,23071370,2019,"R$    15.000,00"
1,ESC ADOLFO BARBOSA LEITE,12011045,2019,"R$     9.960,00"
1,AURELINA FERREIRA PROFESSORA,35047824,2019,"R$    15.000,00"
1,EE PONTAL DO GLORIA,51067390,2019,"R$     9.960,00"
1,CRECHE MUNICIPAL ZACARIAS DO REGO MACIEL,26149834,2019,"R$     9.960,00"
1,COLEGIO ESTADUAL JOSUE PASSOS,28005155,2019,"R$     9.960,00"
1,RITA JULIA DE OLIVEIRA PROFESSORA,35002379,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL EVILASIO SANTANA GAMA,29207770,2019,"R$    12.000,00"
1,EM ANTONIO FRANCISCO DA SILVA,31269034,2019,"R$    12.000,00"
1,ESC EST ENS MED JOSE JOAQUIM DE ANDRADE,43137296,2019,"R$    12.000,00"
1,REGINA DIAS ANTUNES DA SILVA PROFA,35014357,2019,"R$    15.000,00"
1,MARIA JANNUZZI MASCARI PROFESSORA,35902780,2019,"R$    15.000,00"
1,ESC EST ENS MED PROF HAYDEE MELLO ROSTIROLLA,43139620,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL FRANCISCO DE ASSIS BITTENCOURT,24038288,2019,"R$    12.000,00"
1,EE DO BAIRRO SAO CAETANO,31008028,2019,"R$    18.000,00"
1,EE MARIA AUGUSTA CALDEIRA BRANT,31023779,2019,"R$    15.000,00"
1,EE PROF MARIA EDILMA DE FREITAS,24018333,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL PROFESSORA ELI QUEIROZ DE OLIVEIRA,29464617,2019,"R$    12.000,00"
1,EEM ARACI MAGALHAES MARTINS,23032103,2019,"R$    15.000,00"
1,COL ESTADUAL JOSE CHIOCHETTA,43069789,2019,"R$     9.960,00"
2,EE - CENTRO REGIONAL DE ENSINO MEDIO COM INTERMEDIACAO TECNOLOGICA - CEMIT SERTAO DO SAO FRANCISCO,29456509,2019,"R$    18.000,00"
1,EE SENHORA DAS DORES,31302627,2019,"R$    12.000,00"
1,ARY CORREA DOUTOR,35900916,2019,"R$    15.000,00"
1,EE PROFESSOR ORMINDO DE SOUZA LIMA,31181544,2019,"R$    12.000,00"
1,COLEGIO ESTADUAL PROFESSOR GENTIL TAVARES DA MOTA,28004060,2019,"R$    15.000,00"
1,ESC EST ENS MED BRIGADEIRO JOSE DA SILVA PAES,43113478,2018,"R$    15.000,00"
1,ESC EST ENS MED PRESIDENTE KENNEDY,43029787,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL GENERAL MANOEL CORDEIRO NETO,23073870,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL PAULO FREIRE,29379008,2019,"R$     9.960,00"
1,EE FRANCISCO DOURADO,51024594,2019,"R$     9.960,00"
1,NOSSA SENHORA DE FATIMA EMEF,23133244,2019,"R$    15.000,00"
1,CESIDIO AMBROGI PROFESSOR,35046838,2019,"R$    12.000,00"
1,EE BOA ESPERANCA,51065479,2019,"R$    12.000,00"
1,UNID ESC JOAO PEREIRA DE SOUSA,22043438,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL AURELINO LEAL,29306760,2019,"R$    15.000,00"
1,CENTRO DE CONVIVENCIA INFANTIL - COSEAS USP,35340339,2019,"R$     9.960,00"
1,COLEGIO ESTADUAL ORCALINO FERNANDES EVANGELISTA,52058867,2018,"R$    15.000,00"
1,EE PROFESSOR JOSE VENANCIO FERREIRA,31075400,2019,"R$    15.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO OTHON PARAISO,26122839,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL LADJANE BANDEIRA,26170744,2019,"R$     9.960,00"
1,CETI MODERNA,22072667,2019,"R$    12.000,00"
1,EMEF AMADEU AMARAL,35055116,2019,"R$    15.000,00"
1,ESCOLA DE ENSINO FUNDAMENTAL MUNICIPAL CORONEL ESTEVAO ALVES DA ROCHA,23224550,2019,"R$    15.000,00"
1,GINEZ CARMONA MARTINEZ DOUTOR,35031604,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA ZENOBIA FERREIRA DA SILVA,27049442,2019,"R$    12.000,00"
1,EE DOMINGOS GONCALVES DE MELLO MINGOTE,31172073,2019,"R$    15.000,00"
1,ESC EST ENS FUN ADELAIDE SA BRITO,43087582,2019,"R$    12.000,00"
1,EE JOAQUIM SARAIVA,31167312,2019,"R$    15.000,00"
1,EE FREI CONCORDIO,31034886,2019,"R$    15.000,00"
1,SIMAO MATHIAS PROFESSOR,35916742,2019,"R$    18.000,00"
1,EM PROF OSVALDO BARROS,21265470,2018,"R$    12.000,00"
1,EE JOAO LOPES,31054755,2019,"R$    18.000,00"
1,EM ANASTACIO ASSUNCAO,13029428,2018,"R$    15.000,00"
1,ESCOLA PINGO DE GENTE,29282969,2019,"R$     9.960,00"
1,ESCOLA ELIZEU LIBERATO DA SILVA,26059436,2019,"R$     9.960,00"
1,ESC EST ENS FUN HUMBERTO DE ALENCAR CASTELO BRANCO,43026109,2019,"R$     9.960,00"
1,INST EST EDUC PROF PEDRO SCHNEIDER,43139604,2019,"R$    18.000,00"
1,ANTONIO APPARECIDO FALCAO PROFESSOR,35922614,2019,"R$    12.000,00"
1,U I PROF JOSE FRANCISCO CHAVES FERNANDES,21037531,2019,"R$    12.000,00"
1,EE CECILIA MEIRELES,31000990,2019,"R$    18.000,00"
1,EE EMBAIXADOR JOSE BONIFACIO,31015105,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL MARLEI TEREZINHA PRETTO - INEP 29399858,29399858,2019,"R$    15.000,00"
1,EE MINISTRO EDMUNDO LINS,31024937,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL LUIZ VIANA FILHO,29037123,2019,"R$    15.000,00"
1,MANOEL BARBOSA DE SOUZA PROF EMEF,35232889,2018,"R$    18.000,00"
1,CE REPUBLICA DE GUINE BISSAU,33069964,2019,"R$    12.000,00"
1,ESC MUL DR JOSE RODRIGUES FERREIRA,17013160,2018,"R$    15.000,00"
1,EE DOM BOSCO,31008729,2019,"R$    12.000,00"
1,ESC EST ENS FUN LEOPOLDO PETRY,43092942,2019,"R$    12.000,00"
1,ESCOLA INDIGENA PEDRO FERREIRA DE QUEIROZ,26027186,2019,"R$    12.000,00"
1,ANTONIO PRADO CONSELHEIRO ETEC,35045937,2019,"R$    18.000,00"
1,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO SERTAO DO SAO FRANCISCO II ANTONIO CONSELHEIRO,29124484,2019,"R$    15.000,00"
1,EE ALUISIO FERREIRA DE SOUZA,31141038,2019,"R$    12.000,00"
1,EEEF BATISTA LEITE,25018124,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL PRES ARTHUR DA COSTA E SILVA,29063825,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL MARIA MADALENA,29467098,2019,"R$    12.000,00"
1,EE BERNARDINO FERREIRA DA CUNHA,50004352,2019,"R$    15.000,00"
1,CIEP 486 PROFESSOR LUIZ VALLEJO,33096830,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL DEUSA MORAES,17040205,2019,"R$    12.000,00"
1,EE DOUTOR GERALDO PARREIRAS,31103527,2019,"R$    18.000,00"
1,EE JOAO MARIANO RIBEIRO,31023612,2019,"R$     9.960,00"
1,ESCOLAS REUNIDAS COELHO NETO,28020367,2018,"R$     9.960,00"
1,ANTONIO FURLAN JUNIOR DOUTOR,35023620,2019,"R$    18.000,00"
1,EE ANTONIO WELERSON,31075124,2019,"R$    15.000,00"
1,INSTITUTO TECNOLOGICO DO ESTADO DE GOIAS EM ARTES BASILEU FRANCA,52215385,2019,"R$     9.960,00"
1,CESAR COSTA DEPUTADO,35014000,2019,"R$    15.000,00"
1,EE DOMINGOS BEBIANO,31193577,2019,"R$    15.000,00"
1,IEMA - INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO UND PLENA PRESIDENTE DUTRA,21283907,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO,23255889,2019,"R$    15.000,00"
1,EE SARAH KUBITSCHEK,31007889,2019,"R$    15.000,00"
1,ESC EST ENS MED OLINDO FLORES DA SILVA,43172636,2019,"R$    12.000,00"
1,INSTITUTO TECNICO EM AGROPECUARIA E COOPERATIVISMO ANTONIO LUCIANO PEREIRA FILHO,31217905,2019,"R$    12.000,00"
1,CEEJA SINHA PANTOJA,35004963,2019,"R$    12.000,00"
1,SYLVIO JOSE MARCONDES COELHO PROF,35921725,2018,"R$    12.000,00"
2,EEEM PROF RAIMUNDO LAUREANO DA SILVA SOUZA,15212602,2019,"R$    18.000,00"
1,ARTES ETEC DE,35393400,2019,"R$    15.000,00"
1,CENTRO DE ENSINO PARSONDAS DE CARVALHO,21124639,2019,"R$    15.000,00"
1,ESCOLA ENGENHEIRO OTONIEL NOGUEIRA LIBORIO,29160553,2019,"R$    12.000,00"
1,EEM ANTONIO LUIS COELHO,23249676,2019,"R$    15.000,00"
1,COLEGIO ESTADUAL POSTO IPE,52047512,2019,"R$    15.000,00"
1,COLEGIO ESTADUAL JOAO SALONIO,28004264,2019,"R$    12.000,00"
1,EC 43 DE CEILANDIA,53007964,2018,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL DE NOVA ESPERANCA,29467934,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL NOSSA SENHORA DE FATIMA - DERBA,29194776,2019,"R$    15.000,00"
1,EMEIEF MARIA JOSE ALVES ESCOBAR,11050250,2018,"R$    12.000,00"
1,WILSON ROBERTO SIMONINI PROF,35044349,2019,"R$    12.000,00"
2,EE - COLEGIO ESTADUAL RENATO MACHADO,29400350,2019,"R$    15.000,00"
1,CONSUELO FREIRE BRANDAO PROFESSORA,35018934,2019,"R$    12.000,00"
1,EM - CENTRO COM EDUCACIONAL WILIBALDO DE FRANCA SEIXAS,26106477,2019,"R$     9.960,00"
1,ECI RUI CARNEIRO,25086901,2019,"R$    12.000,00"
1,ESC EST ENS FUN DR SPARTA DE SOUZA,43129200,2019,"R$     9.960,00"
1,CENTRO DE EXCELENCIA MARECHAL PEREIRA LOBO,28013298,2019,"R$    12.000,00"
1,CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA,35980122,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL YEDA BARRADAS CARNEIRO - TEMPO INTEGRAL,29191173,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL PROFESSORA NORMELIA ARAUJO MELO,28021770,2019,"R$    12.000,00"
1,EEMTI ESTADO DO MARANHAO,23068825,2019,"R$    12.000,00"
1,NENE LOURENCO,35023152,2019,"R$     9.960,00"
1,JOAO LUIZ DE GODOY MOREIRA PROFESSOR,35923175,2018,"R$    18.000,00"
1,PAULISTANO ETEC,35439083,2019,"R$    15.000,00"
